label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
paper,0.0,0.0,0.0,0.14104995,-0.71418333,-0.10072171,0.45003638,-1.1025634,-0.14616613,0.7463506,-1.1575444,-0.19034521,0.9502184,-0.96424633,-0.22837183,0.9493777,-0.58734244,-0.0059440783,1.3403556,-0.5811681,-0.082565635,1.5680137,-0.5287777,-0.16775665,1.7524599,-0.45874587,-0.22931519,0.98414767,-0.17575443,-0.023744646,1.4170932,-0.17345087,-0.07860868,1.6785117,-0.16787343,-0.14504896,1.8819681,-0.1519837,-0.1927251,0.9488266,0.2082641,-0.06333298,1.3668011,0.1853721,-0.117607154,1.6166748,0.16088867,-0.14972994,1.8147177,0.16190794,-0.1711877,0.85589904,0.5997169,-0.11806142,1.1970055,0.57560503,-0.1599758,1.3990873,0.5182324,-0.16093135,1.5692517,0.46042165,-0.15762173,0.33498394,4.7129602
paper,0.0,0.0,0.0,0.119510286,-0.4900435,-0.08553436,0.3387367,-0.82317406,-0.16836865,0.52832824,-1.0881462,-0.23779014,0.681658,-1.2740598,-0.3098789,0.88069654,-0.45256832,-0.21471196,1.3279475,-0.6467299,-0.32523498,1.601454,-0.7425035,-0.3956068,1.8109407,-0.7895684,-0.4385521,0.9588448,-0.16075073,-0.2340425,1.4653469,-0.21667732,-0.3094708,1.7823107,-0.23434691,-0.36519364,2.0088813,-0.22230837,-0.40647915,0.9512373,0.10524253,-0.25673026,1.4286879,0.13416827,-0.35707718,1.7142727,0.17132404,-0.44536838,1.9297082,0.21411464,-0.5027346,0.8770061,0.32953748,-0.2782874,1.1863024,0.52911794,-0.39312845,1.3869528,0.64645135,-0.45541254,1.5654469,0.7474672,-0.48672324,0.6016586,7.366659
paper,0.0,0.0,0.0,-0.08263919,-0.4984974,-0.12360664,-0.26867318,-0.89759225,-0.20550017,-0.45965296,-1.2184433,-0.26513958,-0.60179305,-1.4762943,-0.32431573,-0.82580596,-0.64705044,-0.19443084,-1.2062569,-0.90388,-0.26854992,-1.4546517,-1.045502,-0.3234843,-1.6506959,-1.138272,-0.3678077,-0.924155,-0.33533537,-0.18299651,-1.3781153,-0.45791167,-0.25388318,-1.6735586,-0.51822436,-0.31457418,-1.8890873,-0.5446605,-0.3618221,-0.92732304,-0.044573803,-0.17472307,-1.379594,-0.09856607,-0.25262564,-1.6627829,-0.1300027,-0.32989508,-1.8791275,-0.14872278,-0.38520855,-0.8561766,0.19153278,-0.17038727,-1.1888589,0.28303835,-0.26982123,-1.4093435,0.33411142,-0.3370503,-1.6019056,0.356499,-0.37377155,0.6397194,6.4076743
paper,0.0,0.0,0.0,-0.2216791,-0.27405423,-0.17579272,-0.32603765,-0.6013822,-0.27606973,-0.36385375,-0.8601708,-0.35858297,-0.4011941,-1.0778663,-0.4418868,0.20726298,-0.95651454,-0.1943767,0.32162228,-1.332513,-0.30583456,0.41128105,-1.5577054,-0.39990985,0.5054063,-1.7474209,-0.47409156,0.43363446,-0.8785606,-0.20023094,0.6659936,-1.2558064,-0.2990509,0.8278802,-1.4738616,-0.38837168,0.97618866,-1.6590306,-0.4596764,0.58616596,-0.7249102,-0.227346,0.87100196,-1.0265473,-0.354697,1.0547348,-1.2090044,-0.45073196,1.2149327,-1.3808591,-0.5186182,0.6883308,-0.50856435,-0.26777348,0.9849405,-0.66461116,-0.39666075,1.1819297,-0.757061,-0.46403125,1.3568499,-0.8562714,-0.50904876,0.47922507,5.176991
paper,0.0,0.0,0.0,-0.4270034,-0.15712558,0.0054130307,-0.719659,-0.3741104,0.07092086,-0.92187834,-0.57241136,0.10141673,-1.0862707,-0.8073289,0.13716039,-0.3777645,-0.8120314,0.39993948,-0.53017026,-1.1027012,0.51514626,-0.5940034,-1.2962419,0.57115865,-0.6298939,-1.4264139,0.6126005,-0.14277767,-0.9081791,0.3934784,-0.19796069,-1.2847998,0.5678662,-0.22175077,-1.516548,0.6412374,-0.2325767,-1.6766862,0.6959516,0.086918816,-0.9307679,0.35055602,0.09500903,-1.2541875,0.4725027,0.10004418,-1.4595013,0.5362665,0.10108687,-1.6048814,0.5832673,0.3037898,-0.8520956,0.2932409,0.40696236,-1.1188204,0.37852263,0.45298427,-1.2598002,0.44482213,0.4942863,-1.3585101,0.50324965,0.4769115,4.6623406
paper,0.0,0.0,0.0,-0.35780016,-0.18593183,-0.1839191,-0.6009054,-0.47740823,-0.2809682,-0.753256,-0.70824426,-0.36092836,-0.8389616,-0.89763397,-0.43632793,-0.134029,-0.9769153,-0.1343958,-0.16119777,-1.34948,-0.24878208,-0.15929893,-1.5741341,-0.35892552,-0.13819933,-1.7625638,-0.4422149,0.13514785,-0.98037285,-0.14354116,0.22337076,-1.3800195,-0.23226853,0.29014564,-1.6246728,-0.32355154,0.34910455,-1.8231424,-0.39245263,0.360467,-0.89824694,-0.18155304,0.49394378,-1.2670162,-0.28602225,0.5696356,-1.4892002,-0.3712163,0.6288704,-1.6836519,-0.43277645,0.5503267,-0.74890673,-0.23804429,0.7387938,-0.99841094,-0.3357305,0.8529249,-1.1542388,-0.38218147,0.9518563,-1.3054178,-0.41358757,0.49356976,5.4815273
paper,0.0,0.0,0.0,-0.09538291,-0.5355544,-0.075510435,-0.32928926,-0.8973624,-0.12059598,-0.57859975,-1.1631268,-0.14740452,-0.7694211,-1.3500761,-0.17132254,-0.8645783,-0.5953287,-0.14853863,-1.3267785,-0.6770805,-0.1893018,-1.6083,-0.69554895,-0.20791882,-1.8281683,-0.69212264,-0.22631791,-0.95057374,-0.2749623,-0.14424036,-1.4334686,-0.3461596,-0.20304574,-1.7406793,-0.36051968,-0.2469334,-1.9630151,-0.35887197,-0.2785858,-0.95180154,0.032950006,-0.13610628,-1.397632,0.041282024,-0.19475149,-1.6806004,0.061394423,-0.25562415,-1.8911042,0.08228895,-0.29807872,-0.88243735,0.2894464,-0.12767987,-1.1970861,0.4060351,-0.19720706,-1.4047866,0.4871533,-0.24735123,-1.5860076,0.54097694,-0.273402,0.36327896,6.7604566
paper,0.0,0.0,0.0,0.015726395,-0.56603116,0.16532056,-0.0721851,-0.9512559,0.23347305,-0.22432864,-1.304991,0.29560444,-0.34446412,-1.5539052,0.3573604,-0.5368011,-1.0001639,0.018881438,-0.86434156,-1.4005961,0.029505765,-1.0764768,-1.5844692,0.057642933,-1.2461745,-1.7248522,0.07570105,-0.6675963,-0.74341935,-0.040531643,-1.0881608,-1.0597599,-0.1002138,-1.3537307,-1.195875,-0.11925086,-1.5472245,-1.3009108,-0.121989116,-0.74411404,-0.42330432,-0.06829977,-1.1755904,-0.6571733,-0.12402897,-1.4485383,-0.7539396,-0.14332233,-1.6379128,-0.83106863,-0.14003073,-0.7558779,-0.09457807,-0.0674073,-1.1349853,-0.13401839,-0.09591349,-1.3528032,-0.1399173,-0.100194074,-1.5389519,-0.18600267,-0.08831845,0.55627227,5.075441
paper,0.0,0.0,0.0,-0.061019454,-0.58369255,-0.11561792,-0.2631404,-1.142182,-0.20703454,-0.5225454,-1.5430372,-0.26495677,-0.7978902,-1.7493767,-0.3343892,-0.6426137,-0.89112544,-0.400642,-1.0924543,-1.3060305,-0.5246563,-1.3894202,-1.5110182,-0.5824989,-1.6290128,-1.6463245,-0.6245285,-0.74401164,-0.5280327,-0.40942428,-1.3269285,-0.7584996,-0.5338362,-1.6843902,-0.87371033,-0.6093802,-1.9533292,-0.958871,-0.6751088,-0.79608876,-0.16233025,-0.40543917,-1.3778076,-0.31887612,-0.5273909,-1.7372253,-0.40296376,-0.62251014,-1.9999205,-0.46531534,-0.69562054,-0.8022576,0.15489437,-0.3965729,-1.2775956,0.19276355,-0.5394483,-1.5749427,0.21838276,-0.62779945,-1.8120905,0.22159782,-0.6809504,0.7617951,7.3382635
paper,0.0,0.0,0.0,-0.14008233,-0.5614906,-0.078903496,-0.3988955,-0.9612302,-0.14515942,-0.665544,-1.256241,-0.19162625,-0.8981795,-1.4408839,-0.24088952,-0.8782428,-0.6468833,-0.22111784,-1.3488582,-0.85094446,-0.30157313,-1.6288899,-0.94810706,-0.33805257,-1.839727,-1.0063484,-0.35820696,-0.9286487,-0.2960493,-0.2235316,-1.4769435,-0.3333908,-0.3196515,-1.7952394,-0.36437714,-0.36409223,-2.0108516,-0.37941703,-0.38678488,-0.90354824,0.032849718,-0.21940146,-1.4161371,0.05263685,-0.30107424,-1.720467,0.034993872,-0.33819735,-1.9400158,0.007550676,-0.35472426,-0.8217762,0.30960414,-0.21343915,-1.2237045,0.3843725,-0.2841169,-1.4616241,0.40109435,-0.3019756,-1.6516553,0.38115424,-0.29903686,0.6504946,6.0338674
paper,0.0,0.0,0.0,0.044351537,-0.41184458,-0.2706652,-0.065865174,-0.7909943,-0.41929138,-0.13925906,-1.0938989,-0.5410035,-0.15848452,-1.3801368,-0.6750868,-0.72390574,-0.6079459,-0.4013123,-1.067518,-0.8292826,-0.57673985,-1.2766262,-0.9754688,-0.70102465,-1.4951195,-1.0948046,-0.79978776,-0.85893947,-0.31740108,-0.40184513,-1.2669638,-0.41583017,-0.56565785,-1.5298505,-0.46850818,-0.69194096,-1.7913558,-0.4906416,-0.79417276,-0.855569,-0.013173222,-0.42160115,-1.247967,0.010065146,-0.6095211,-1.5340364,0.03634599,-0.7556283,-1.8041018,0.07257044,-0.8586507,-0.74380094,0.26918477,-0.45857683,-1.0608779,0.43812355,-0.6465382,-1.2496047,0.58350605,-0.7462825,-1.4389389,0.7049923,-0.81254154,0.67290455,7.6409254
paper,0.0,0.0,0.0,0.025084902,-0.5092265,-0.15401047,-0.117875926,-1.0011784,-0.21212858,-0.27697897,-1.3344773,-0.2536156,-0.40660727,-1.5774833,-0.29450536,-0.65809375,-0.9125204,-0.12943172,-0.98619074,-1.1022319,-0.22629659,-1.1982611,-1.1815541,-0.30955893,-1.3801473,-1.2309372,-0.36851728,-0.76083,-0.6380066,-0.11868158,-1.1297745,-0.8445629,-0.20485121,-1.3654214,-0.9576888,-0.28608543,-1.5545529,-1.0346737,-0.3415448,-0.7944341,-0.33624014,-0.12527283,-1.1522027,-0.5363621,-0.21189575,-1.373435,-0.6577442,-0.28092927,-1.5589144,-0.7430735,-0.32323438,-0.7692914,0.0041078595,-0.14536965,-1.0553457,-0.16080253,-0.22886208,-1.2280716,-0.27583358,-0.27028966,-1.3781143,-0.38348517,-0.291138,0.26393977,4.054837
paper,0.0,0.0,0.0,0.09708942,-0.6019709,-0.036264744,0.29336685,-1.073385,-0.11746561,0.47976547,-1.4602681,-0.18077934,0.6504305,-1.741399,-0.25105736,0.6968733,-0.8298939,-0.3587322,1.2026557,-1.2344913,-0.5196949,1.499471,-1.441133,-0.59302795,1.7314457,-1.5726857,-0.6235642,0.78520167,-0.4755664,-0.39660418,1.3911253,-0.75089395,-0.53527856,1.7597805,-0.8715216,-0.5909408,2.0268443,-0.9297215,-0.62118,0.8395177,-0.09766587,-0.4179189,1.4512079,-0.23819104,-0.54416746,1.8028604,-0.28468817,-0.60738564,2.0586612,-0.2989813,-0.6389779,0.8445802,0.24837546,-0.42747107,1.3155979,0.33329108,-0.53009033,1.5844644,0.3952154,-0.5562057,1.8131611,0.44794142,-0.5582671,0.7075797,8.606383
paper,0.0,0.0,0.0,-0.06770356,-0.44071513,-0.13952309,0.06671911,-0.8544687,-0.20814517,0.21918151,-1.1472216,-0.26292476,0.31841147,-1.4228754,-0.31755397,0.59788275,-0.88540536,-0.123057894,0.83777,-1.2229378,-0.2206389,0.9998892,-1.4304007,-0.3055408,1.1510175,-1.6009954,-0.3714264,0.7444079,-0.6535552,-0.1368303,1.0840008,-0.89294755,-0.22192614,1.3100613,-1.0441273,-0.30644226,1.4979302,-1.1678029,-0.36807227,0.79726213,-0.37764263,-0.16895281,1.1491431,-0.5419163,-0.2722784,1.3708613,-0.649678,-0.34434703,1.5620936,-0.75393915,-0.39062092,0.77633274,-0.08120873,-0.2118934,1.0666517,-0.1633523,-0.31182113,1.2527179,-0.23149748,-0.35064688,1.4200351,-0.31020665,-0.3723063,0.5549913,4.212702
paper,0.0,0.0,0.0,0.2383266,-0.31200445,-0.15319438,0.2655448,-0.6662534,-0.23461221,0.2797756,-0.9436145,-0.318372,0.32347822,-1.1826456,-0.41347837,-0.32528907,-0.9033613,-0.20893751,-0.47364098,-1.2488769,-0.383533,-0.546325,-1.4674951,-0.5127859,-0.6055683,-1.6632018,-0.6138085,-0.5183899,-0.8122129,-0.2675485,-0.77489984,-1.1219846,-0.43145072,-0.8963474,-1.3309218,-0.56093025,-0.9993881,-1.5258366,-0.663571,-0.6235193,-0.63985157,-0.34746236,-0.92938393,-0.8816841,-0.5231281,-1.10145,-1.0634034,-0.6503874,-1.2389313,-1.2517972,-0.74871284,-0.65171814,-0.41099983,-0.44170478,-0.94691473,-0.5071596,-0.6342713,-1.1198484,-0.60754234,-0.74257886,-1.2632712,-0.7211036,-0.8181112,0.42004707,4.5612526
paper,0.0,0.0,0.0,-0.14090246,-0.8316814,-0.043988943,-0.45853552,-1.2912331,-0.08280999,-0.8104373,-1.4397491,-0.09598892,-1.0913903,-1.3922616,-0.11025163,-0.85219157,-0.9101295,-0.2506858,-1.442206,-0.9245842,-0.33498323,-1.7678522,-0.8960862,-0.35680085,-2.0227597,-0.8484142,-0.36006388,-0.9043236,-0.340803,-0.25700608,-1.5340633,-0.42686915,-0.3741523,-1.8961622,-0.46468532,-0.412317,-2.1605499,-0.4995916,-0.42165458,-0.9179729,0.17561735,-0.24836774,-1.5032254,0.046419155,-0.3298957,-1.8505118,-0.041231718,-0.36660412,-2.1090114,-0.11537071,-0.37737206,-0.8830582,0.599595,-0.2331599,-1.3633957,0.45363432,-0.283177,-1.625155,0.35756588,-0.2927241,-1.8342248,0.24059568,-0.28463557,0.38007468,5.8048716
paper,0.0,0.0,0.0,0.01679874,-0.39110804,-0.27705926,-0.13621755,-0.7284861,-0.43343988,-0.27361983,-0.99436474,-0.5595605,-0.35230774,-1.253365,-0.68835455,-0.7816043,-0.5402027,-0.36538342,-1.1198428,-0.71199304,-0.54852545,-1.3508309,-0.8155643,-0.6764504,-1.5738105,-0.88531005,-0.7731157,-0.90035444,-0.2624144,-0.34713203,-1.3013304,-0.31000328,-0.5250991,-1.5642298,-0.33262405,-0.6452268,-1.8221893,-0.32682094,-0.73055655,-0.8881058,0.011986433,-0.35179445,-1.276254,0.07952358,-0.5377016,-1.5231823,0.13030486,-0.65147024,-1.7655798,0.18037121,-0.7203579,-0.7745195,0.2507506,-0.37669718,-1.0886505,0.38543114,-0.55100083,-1.2692794,0.4845217,-0.63317424,-1.458372,0.5668725,-0.6787452,0.6127099,6.46638
paper,0.0,0.0,0.0,-0.09731503,-0.40055135,-0.097585045,-0.008676693,-0.82349706,-0.13889903,0.049666367,-1.1232057,-0.17616361,0.08582256,-1.3850607,-0.21548213,0.5638751,-0.88818145,-0.04953912,0.7729506,-1.1985838,-0.11800189,0.91669893,-1.39975,-0.19163066,1.0391061,-1.5669117,-0.25546017,0.71927166,-0.6890695,-0.08849553,1.0193986,-0.9389142,-0.14064822,1.2078695,-1.1077937,-0.2150404,1.3530825,-1.2515287,-0.27572206,0.78171104,-0.44543833,-0.14629583,1.102164,-0.64458334,-0.23261543,1.29293,-0.7844413,-0.3050247,1.4528824,-0.92855823,-0.35945293,0.7577454,-0.17630103,-0.21258007,1.0316892,-0.23882513,-0.31264412,1.2045501,-0.29601607,-0.35617644,1.3601564,-0.37263435,-0.3850636,0.44548643,4.197904
paper,0.0,0.0,0.0,-0.036921877,-0.4243348,-0.15959693,0.07660664,-0.8123163,-0.26342446,0.15444525,-1.1058512,-0.3561175,0.18203188,-1.3764167,-0.45904407,0.7358455,-0.64932257,-0.2029993,0.97827137,-0.883548,-0.31977883,1.1252245,-1.0256724,-0.42257947,1.2822623,-1.1509209,-0.51246595,0.8950699,-0.37490013,-0.24145356,1.260662,-0.47663164,-0.34330648,1.4628025,-0.5154575,-0.4535512,1.6711584,-0.54978156,-0.5453101,0.9080933,-0.08571625,-0.29643223,1.2933564,-0.07791229,-0.45132107,1.5209332,-0.04293253,-0.5782425,1.7493591,-0.03142974,-0.6703947,0.8062509,0.19176073,-0.3587661,1.0974662,0.32975706,-0.5309261,1.2702243,0.44075313,-0.6150077,1.4481556,0.51724744,-0.67048895,0.71671987,6.8484397
paper,0.0,0.0,0.0,0.14920317,-0.6690661,-0.09327612,0.4058071,-1.1430366,-0.19081199,0.64464253,-1.4987332,-0.26838416,0.8549511,-1.7385144,-0.3460852,0.87589175,-0.67467254,-0.27020803,1.4018441,-0.7988095,-0.3984923,1.7121406,-0.8393906,-0.4614302,1.9475808,-0.83984476,-0.48898637,0.9263689,-0.24254471,-0.28811935,1.5004331,-0.31856936,-0.3927311,1.8529516,-0.34051523,-0.43130437,2.1064024,-0.33022127,-0.45025924,0.9130243,0.1453604,-0.3072695,1.4527256,0.082785316,-0.40253374,1.7913558,0.06534543,-0.44738027,2.0437725,0.069040865,-0.46830687,0.85997826,0.4742965,-0.32705742,1.2883502,0.44936967,-0.40989554,1.5517297,0.43319735,-0.43392357,1.7749022,0.42511132,-0.43671414,0.53520113,8.356137
paper,0.0,0.0,0.0,-0.07824279,-0.61981034,0.004971492,-0.27690837,-1.068846,-0.021950958,-0.4934657,-1.3980497,-0.0433161,-0.6900237,-1.5953424,-0.07057096,-0.687755,-0.93282574,-0.15344425,-1.1744844,-1.074437,-0.22169699,-1.4578654,-1.1319174,-0.24675514,-1.6801507,-1.1633064,-0.25798994,-0.7858752,-0.58740157,-0.19328627,-1.297166,-0.75493973,-0.29049096,-1.6107221,-0.8282188,-0.3380642,-1.8354206,-0.87664735,-0.3606578,-0.83536977,-0.21671765,-0.2188695,-1.3079367,-0.40326965,-0.29050884,-1.6043564,-0.50170153,-0.32845843,-1.8246824,-0.574813,-0.34480286,-0.82985705,0.14337572,-0.23596983,-1.2170104,-0.020717582,-0.28904343,-1.4461901,-0.109799385,-0.3006864,-1.6378373,-0.19545001,-0.2952584,0.3417935,5.0524893
